NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO:0042626	GO:0042626		30	0.42044982	1.2407176	0.1788269	0.31719053	1.0	207	tags=23%, list=9%, signal=25%	
GO:0004672	GO:0004672		20	0.45370245	1.234638	0.20226537	0.3243658	1.0	371	tags=25%, list=17%, signal=30%	
GO:0043604	GO:0043604		21	0.46206146	1.2321309	0.18700476	0.3254487	1.0	479	tags=33%, list=22%, signal=42%	
GO:0010468	GO:0010468		103	0.33979446	1.2300053	0.13591023	0.32587382	1.0	309	tags=19%, list=14%, signal=22%	
GO:0009110	GO:0009110		25	0.4373036	1.2178056	0.21925926	0.3442355	1.0	479	tags=48%, list=22%, signal=61%	
GO:0098662	GO:0098662		30	0.40699503	1.2132092	0.19263457	0.34911475	1.0	328	tags=17%, list=15%, signal=19%	
GO:0006351	GO:0006351		105	0.32948002	1.210961	0.14625	0.34985545	1.0	309	tags=19%, list=14%, signal=21%	
GO:0044237	GO:0044237		288	0.29798707	1.2048877	0.10537634	0.35770452	1.0	451	tags=25%, list=20%, signal=27%	
GO:0015399	GO:0015399		34	0.39654195	1.199806	0.21075581	0.36385995	1.0	328	tags=26%, list=15%, signal=31%	
GO:0006796	GO:0006796		109	0.32676914	1.1957957	0.17610063	0.3680765	1.0	374	tags=20%, list=17%, signal=23%	
GO:0006260	GO:0006260		36	0.38979587	1.1825378	0.22157435	0.3898693	1.0	264	tags=17%, list=12%, signal=19%	
GO:0140535	GO:0140535		17	0.44173014	1.1757977	0.26935485	0.39931688	1.0	318	tags=29%, list=14%, signal=34%	
GO:0098660	GO:0098660		35	0.3805057	1.1690692	0.24568966	0.40783766	1.0	722	tags=40%, list=32%, signal=58%	
GO:0006793	GO:0006793		121	0.3133208	1.1671768	0.18863362	0.40779635	1.0	451	tags=24%, list=20%, signal=28%	
GO:0043650	GO:0043650		18	0.4461027	1.1653523	0.27272728	0.4074184	1.0	265	tags=22%, list=12%, signal=25%	
GO:0015291	GO:0015291		36	0.37706754	1.1534684	0.26815644	0.42780802	1.0	682	tags=47%, list=31%, signal=67%	
GO:0019637	GO:0019637		61	0.3428613	1.1517663	0.24732621	0.42716026	1.0	179	tags=13%, list=8%, signal=14%	
GO:0051536	GO:0051536		38	0.37408042	1.1471515	0.26330936	0.43278632	1.0	538	tags=37%, list=24%, signal=48%	
