uniprot_quickGO	Description	HS1	HS2	HS3	A21	A22	B51	B52	C11	C12
A0A0H2VDV9	F1613_RS02865	65	173	137	136	103	83	51	51	35
A0A0H2VDX0	F1613_RS02950	9037	12302	13041	24743	17315	22944	3675	9939	12984
A0A0H2VDX4	F1613_RS02975	9	20	24	14	10	13	20	1	7
A0A0H2VDX8	pbp4	177	379	181	209	151	148	200	178	152
A0A0H2VDY3	F1613_RS03025	5617	5646	3995	3606	4093	4848	3942	5659	5899
A0A0H2VDY7	F1613_RS03050	25	78	39	84	77	65	41	93	40
A0A0H2VDZ1	F1613_RS03075	234	370	248	161	196	224	121	278	144
A0A0H2VDZ4	F1613_RS03100	16	26	12	7	10	7	17	4	2
A0A0H2VE00	F1613_RS03125	94	87	104	230	197	184	157	124	106
A0A0H2VE03	sph	293	521	524	204	194	214	205	224	329
A0A0H2VE08	F1613_RS03160	62	96	52	25	34	28	46	17	20
A0A0H2VE09	F1613_RS02880	31156	40442	33389	26238	27375	25191	41234	41616	34805
A0A0H2VE12	F1613_RS03185	365486	757004	355171	29650	31313	29583	226237	32981	51978
A0A0H2VE13	F1613_RS02935	2242	2449	1670	1196	1221	1226	1393	1235	1624
A0A0H2VE16	F1613_RS03210	11227	9736	9210	4983	16542	9149	46927	21382	29118
A0A0H2VE18	F1613_RS02965	276	582	338	209	203	199	288	255	126
A0A0H2VE21	F1613_RS02990	41	42	49	35	29	23	61	6	25
A0A0H2VE22	F1613_RS03245	119	220	162	136	151	102	78	107	136
A0A0H2VE26	F1613_RS03015	893	828	831	305	378	439	801	455	542
A0A0H2VE27	F1613_RS03270	709	713	933	3375	3463	3116	834	2878	1436
A0A0H2VE31	F1613_RS03040	4	7	4	28	13	20	3	5	4
A0A0H2VE34	F1613_RS03295	1582	1021	1701	15181	13021	13320	7561	15024	14226
A0A0H2VE36	F1613_RS03065	269	559	325	234	254	214	402	384	261
A0A0H2VE39	F1613_RS03325	3203	1234	1694	550	1128	2337	3608	735	748
A0A0H2VE41	F1613_RS03090	18	28	18	11	17	26	46	8	18
A0A0H2VE45	F1613_RS03360	4340	2440	2644	1108	3701	2501	11929	5789	6810
A0A0H2VE48	F1613_RS03115	285	246	287	505	539	495	610	253	267
A0A0H2VE52	F1613_RS03400	8	20	26	4	6	10	2	5	0
A0A0H2VE56	F1613_RS03425	207	225	210	388	389	602	392	666	264
A0A0H2VE58	F1613_RS03150	551	889	452	510	448	526	170	519	182
A0A0H2VE63	F1613_RS03455	1310	1246	1239	1315	1375	1500	887	1759	1506
A0A0H2VE67	F1613_RS03200	205	235	351	247	276	230	974	146	232
A0A0H2VE68	F1613_RS03475	261	431	442	427	362	363	265	228	235
A0A0H2VE73	F1613_RS03225	129	194	159	139	203	179	564	182	361
A0A0H2VE74	F1613_RS03510	300	634	313	134	148	167	129	165	118
A0A0H2VE78	F1613_RS03260	592	653	576	542	654	555	470	655	450
A0A0H2VE80	F1613_RS03550	1668	1447	1135	1236	969	1192	992	1130	876
A0A0H2VE83	F1613_RS03285	2318	1337	2690	27564	23032	24810	16847	27602	37951
A0A0H2VE84	F1613_RS03575	329	332	468	307	385	450	361	348	417
A0A0H2VE88	F1613_RS03310	259	282	234	419	377	359	93	337	143
A0A0H2VE95	F1613_RS12635	2105	2756	3865	1348	843	1197	801	754	523
A0A0H2VE99	F1613_RS03380	229	215	234	137	146	172	232	183	98
A0A0H2VEA4	F1613_RS03415	34	36	29	36	42	57	41	77	65
A0A0H2VEA7	bioA	79	135	110	122	116	149	18	106	75
A0A0H2VEB1	F1613_RS12390	30130	45135	15576	10909	9309	19914	62424	23566	28489
A0A0H2VEB2	F1613_RS03755	128	215	205	149	110	131	470	130	67
A0A0H2VEB6	F1613_RS03465	1115	2117	1695	458	438	483	728	202	917
A0A0H2VEB8	F1613_RS03770	2030	1990	2656	309	533	1400	2494	1785	1419
A0A0H2VEC1	arsD	409	478	367	129	116	238	215	196	492
A0A0H2VEC6	F1613_RS03535	835	991	938	1192	1185	1270	997	1408	1461
A0A0H2VEC8	cntA	796	689	887	494	360	521	539	365	632
A0A0H2VED1	F1613_RS03565	633	531	754	486	538	683	716	596	1077
A0A0H2VED2	F1613_RS03840	426	406	469	217	206	246	289	191	261
A0A0H2VED4	F1613_RS02870	598	1102	541	91	109	157	819	236	268
A0A0H2VED6	F1613_RS03880	2082	2387	2639	1550	1556	1312	3100	1305	1174
A0A0H2VED8	F1613_RS02925	14621	14790	15539	10324	8952	10842	9976	11133	13242
A0A0H2VEE0	uhpT	274	455	227	179	425	293	670	72	177
A0A0H2VEE1	F1613_RS02955	644	890	900	1250	1301	1149	1221	858	827
A0A0H2VEE2	F1613_RS03910	640	799	1030	215	262	256	281	187	161
A0A0H2VEE8	F1613_RS03950	1132	1578	1832	4099	3378	5741	1259	4469	6841
A0A0H2VEE9	F1613_RS02980	29	28	52	29	50	45	149	17	58
A0A0H2VEF1	dhaM	13736	7512	7400	1923	2312	10114	9860	42812	23819
A0A0H2VEF3	F1613_RS03030	6242	4768	3913	5973	5888	6585	9255	7108	7982
A0A0H2VEF4	F1613_RS04005	15757	15832	16766	16477	16013	25966	15079	17814	29440
A0A0H2VEF6	F1613_RS03700	496	516	675	222	173	159	587	194	211
A0A0H2VEF8	F1613_RS04030	8271	10260	6930	2317	3273	3846	2600	5316	5448
A0A0H2VEF9	F1613_RS03055	553	680	569	1184	931	1086	485	879	562
A0A0H2VEG1	lpdA	174053	135772	129268	142115	137587	178453	201861	253250	449504
A0A0H2VEG3	gehD	4405	3859	5088	6323	9892	11332	2089	4709	11891
A0A0H2VEG5	F1613_RS04080	2954	4675	3831	570	664	671	3437	1110	1075
A0A0H2VEH0	F1613_RS04125	647	558	783	351	339	313	579	393	318
A0A0H2VEH5	F1613_RS03790	334	483	380	224	266	231	797	305	219
A0A0H2VEH8	F1613_RS04240	15889	14298	17043	9143	9827	9530	13044	8084	10018
A0A0H2VEI0	cntM	193	268	228	129	124	148	50	142	90
A0A0H2VEI3	F1613_RS03165	591	839	745	490	478	450	591	646	487
A0A0H2VEI3	F1613_RS12425	14453	20533	15679	17836	17279	16511	22521	18471	10061
A0A0H2VEI3	F1613_RS12435	9315	12420	9766	12203	11814	10961	16091	12405	6716
A0A0H2VEI4	F1613_RS04320	2524	2740	3280	13375	16953	10392	52468	5762	12043
A0A0H2VEI5	F1613_RS03830	565	468	677	230	203	247	390	178	346
A0A0H2VEI8	F1613_RS04375	123	79	73	98	110	84	79	53	33
A0A0H2VEJ0	F1613_RS03855	348	499	380	588	647	770	366	622	1218
A0A0H2VEJ4	merR	163	149	130	111	198	121	485	123	289
A0A0H2VEJ5	F1613_RS04415	1319	2001	1920	860	1070	583	1894	538	561
A0A0H2VEJ6	F1613_RS03900	177	394	339	148	116	164	146	119	142
A0A0H2VEJ9	F1613_RS03925	8455	6740	4905	1123	1400	3336	6960	6308	10430
A0A0H2VEK0	F1613_RS04440	3637	3602	2954	3611	3295	3403	1308	3117	2387
A0A0H2VEK3	F1613_RS03275	8340	5645	7302	3269	2880	3458	2944	4865	1916
A0A0H2VEK5	dhaK	20592	11247	13775	2321	3358	14081	17142	65623	48764
A0A0H2VEK8	F1613_RS03990	1002	652	1434	3835	5903	13112	30523	8788	8081
A0A0H2VEK9	F1613_RS03300	288	132	165	1273	1198	1297	1037	1803	1326
A0A0H2VEL5	arcD	11305	6121	8006	4261	8799	10541	20091	5464	6703
A0A0H2VEL8	F1613_RS04045	469	786	562	379	440	354	470	589	398
A0A0H2VEM0	mvaD	9951	11159	9762	13759	21157	11641	19876	8958	12136
A0A0H2VEM1	F1613_RS03365	33	56	55	15	19	32	23	45	30
A0A0H2VEM3	F1613_RS04070	2792	4122	2225	311	474	489	4468	341	2100
A0A0H2VEM4	F1613_RS04635	3097	1674	1592	2215	1874	2336	2010	2795	1967
A0A0H2VEM6	F1613_RS03405	105	87	149	122	139	252	283	316	419
A0A0H2VEM8	larA	2390	3992	1692	1159	1217	1400	591	743	700
A0A0H2VEM9	pcp	514	588	330	155	151	258	207	287	285
A0A0H2VEN2	F1613_RS04700	1182	889	1308	1711	1461	1121	2094	1074	1862
A0A0H2VEN4	F1613_RS04185	3477	5269	2498	724	880	1616	786	2015	1966
A0A0H2VEN5	cstB	2618	3988	3460	1037	979	990	2235	457	1641
A0A0H2VEN7	F1613_RS04725	3967	3461	4445	6498	4873	6051	6825	4884	9890
A0A0H2VEN8	F1613_RS03490	401	564	432	200	166	291	151	242	411
A0A0H2VEN9	F1613_RS04220	144089	169947	117520	2942	2936	3302	6198	4701	21281
A0A0H2VEP1	F1613_RS12745	31	85	33	36	28	33	18	16	31
A0A0H2VEP2	F1613_RS04750	619	1056	583	58	80	79	149	44	52
A0A0H2VEP3	F1613_RS04275	5213	2694	3375	5349	3980	5204	5485	5426	6237
A0A0H2VEP6	F1613_RS04775	253	233	265	179	164	193	293	191	229
A0A0H2VEP8	F1613_RS04365	325	331	385	145	167	198	380	160	169
A0A0H2VEQ1	F1613_RS04405	4831	3275	2858	2271	2276	2376	1538	2848	1858
A0A0H2VEQ2	F1613_RS04835	4190	4788	2780	4202	5180	4026	7281	6311	6700
A0A0H2VEQ5	tadA	437	576	460	850	730	576	324	591	332
A0A0H2VEQ8	F1613_RS04865	6509	5266	6944	7834	8570	7902	6282	6870	5954
A0A0H2VEQ9	F1613_RS12750	10	20	12	6	20	20	31	15	11
A0A0H2VER2	F1613_RS03655	22	77	49	70	64	68	35	68	23
A0A0H2VER2	F1613_RS12365	309	395	331	448	345	333	256	331	2670
A0A0H2VER4	F1613_RS04890	4101	3523	4339	13342	8866	8231	4870	6948	10746
A0A0H2VER6	F1613_RS03720	138	183	151	114	158	135	53	120	58
A0A0H2VER7	hxlB	18160	8410	7262	13499	56297	19498	26666	39540	46974
A0A0H2VER9	F1613_RS04920	3346	3437	4250	10184	10030	6024	13527	5879	5061
A0A0H2VES2	F1613_RS04555	2733	2617	3100	3590	4418	3287	8845	3687	5629
A0A0H2VES5	F1613_RS03775	22343	15640	20010	717	1658	5724	10677	5800	9897
A0A0H2VES7	F1613_RS04595	11355	10894	9330	8062	9606	12850	9377	18317	19210
A0A0H2VES9	F1613_RS04955	4306	5251	5282	12990	10635	17950	17156	16329	21396
A0A0H2VET0	cntK	217	280	220	123	100	111	26	88	75
A0A0H2VET2	F1613_RS04625	589	1455	554	116	86	194	96	197	244
A0A0H2VET4	F1613_RS03825	473	411	601	201	173	272	341	186	375
A0A0H2VET5	larB	1225	2579	1089	589	600	637	170	577	318
A0A0H2VET8	F1613_RS03845	418	693	474	286	298	352	248	244	226
A0A0H2VEU1	F1613_RS04980	398	788	545	373	286	335	134	274	123
A0A0H2VEU3	F1613_RS03885	43	108	60	66	43	76	88	32	55
A0A0H2VEU5	F1613_RS04715	979	907	1040	2855	2258	1856	1702	1296	1358
A0A0H2VEU6	F1613_RS05015	8193	8120	7543	5518	5783	5662	6607	6388	7013
A0A0H2VEU8	F1613_RS03915	522	728	756	188	204	231	339	199	158
A0A0H2VEV0	F1613_RS05040	10081	5429	5982	6324	9306	7049	10715	9496	10818
A0A0H2VEV1	F1613_RS04740	3447	1420	1819	880	2961	1225	2481	1545	867
A0A0H2VEV4	F1613_RS11170	624	595	643	764	697	577	620	712	404
A0A0H2VEV6	F1613_RS05075	8656	10483	7884	997	1380	1272	2135	1216	1331
A0A0H2VEV8	F1613_RS03980	2652	3557	2792	5001	5292	3681	7558	1309	2431
A0A0H2VEV9	F1613_RS04825	973	253	719	1069	924	1234	5212	3949	1676
A0A0H2VEW2	F1613_RS05100	110	129	104	157	141	229	131	456	335
A0A0H2VEW3	F1613_RS04010	2787	2082	1994	1943	3046	2932	4903	2384	3504
A0A0H2VEW4	F1613_RS04855	4509	4178	4544	9748	13084	7556	9339	6999	4488
A0A0H2VEW5	norA	7946	6101	6580	5024	4960	3340	7491	3574	2764
A0A0H2VEW8	F1613_RS04035	1742	2908	1719	583	787	984	299	1297	801
A0A0H2VEW9	pfkB	18632	16483	5324	1081	1561	3670	4261	1202	7379
A0A0H2VEX3	F1613_RS04060	1961	1813	1345	52	91	144	2026	64	1512
A0A0H2VEX6	F1613_RS04910	15397	17332	11376	12332	14974	9021	12429	10609	10797
A0A0H2VEX9	F1613_RS04085	5404	5006	4301	4913	6261	5657	4899	8532	6353
A0A0H2VEY1	vraF	2140	2591	2682	8509	7742	4584	21204	2923	3757
A0A0H2VEY3	F1613_RS05245	1112	1209	1389	2393	2142	2270	1735	2192	2585
A0A0H2VEY4	F1613_RS04130	13102	12416	9447	5957	8572	7012	16574	17933	7569
A0A0H2VEY7	F1613_RS04970	3345	4602	2838	590	785	763	763	905	443
A0A0H2VEZ2	F1613_RS05005	6033	1990	2816	494	2176	9864	6231	27475	11717
A0A0H2VEZ4	F1613_RS04260	5558	2339	3476	4017	3064	4135	6198	3951	5653
A0A0H2VEZ6	F1613_RS05030	674	480	501	834	689	589	458	595	357
A0A0H2VEZ8	F1613_RS04335	42935	44589	41150	57137	57515	37179	36936	28618	27574
A0A0H2VF00	F1613_RS05060	11951	3989	3932	3300	11006	8072	6145	10104	14272
A0A0H2VF03	F1613_RS04395	186	181	248	432	279	301	69	270	117
A0A0H2VF06	F1613_RS04420	2245	1551	2606	8111	11040	6823	17297	5429	6504
A0A0H2VF08	F1613_RS05120	105	156	120	88	57	68	38	47	46
A0A0H2VF09	sdrG	12845	9071	19525	13086	8559	12955	51625	2494	8950
A0A0H2VF12	bshB2	11686	10732	8032	6249	5234	4736	4564	3546	5129
A0A0H2VF13	F1613_RS05290	11134	6533	5892	9520	7269	6309	3894	4300	4372
A0A0H2VF15	F1613_RS04530	153	105	174	601	800	437	160	610	135
A0A0H2VF16	F1613_RS05170	13288	13192	9826	18353	18587	11547	8256	18578	7222
A0A0H2VF19	F1613_RS04575	1585	1964	1835	1998	2052	1754	758	1733	1062
A0A0H2VF20	F1613_RS05205	93277	27951	45136	6951	11368	8961	1317	1471	3786
A0A0H2VF21	F1613_RS05370	1553	2574	1808	12036	10713	12851	1720	5279	4142
A0A0H2VF23	F1613_RS04610	8000	10623	9046	13993	19713	11238	11496	8266	8259
A0A0H2VF25	queD	924	707	1664	340	499	1749	6555	1653	3241
A0A0H2VF26	F1613_RS04640	7336	6512	5870	5406	4839	5766	7348	8531	8326
A0A0H2VF29	F1613_RS05260	713	891	720	1300	985	1208	551	1175	708
A0A0H2VF30	F1613_RS00120	255	330	436	578	714	396	160	305	231
A0A0H2VF33	F1613_RS04705	1322	1193	1400	2191	1898	1575	2198	1770	2889
A0A0H2VF36	F1613_RS04730	44363	34553	31534	35768	36362	43433	74910	58621	87575
A0A0H2VF41	F1613_RS04755	4857	3627	1963	1169	1044	1432	1408	1722	1763
A0A0H2VF44	F1613_RS04815	29666	33504	23414	5855	6184	7610	8646	10597	8934
A0A0H2VF47	F1613_RS05400	75	155	83	516	574	270	30	261	70
A0A0H2VF49	F1613_RS04840	1019	1641	1415	758	849	962	1416	866	1616
A0A0H2VF50	F1613_RS05430	421	740	735	1139	1438	1271	607	1800	836
A0A0H2VF52	tagD	13590	14815	13984	15145	15489	12947	9890	17861	13033
A0A0H2VF54	F1613_RS05460	860	1129	875	352	460	427	380	570	1006
A0A0H2VF57	F1613_RS04900	1405	1678	2152	1761	1204	962	863	770	899
A0A0H2VF60	F1613_RS05520	3458	3658	3613	2180	1802	2501	2304	2614	2864
A0A0H2VF61	F1613_RS05305	5601	3682	4594	4070	7293	5688	1596	8101	4618
A0A0H2VF63	F1613_RS04925	4461	4321	3182	1848	1652	2212	2365	4481	2432
A0A0H2VF65	nrdE	49398	38202	53843	32945	23673	37288	77649	55750	63536
A0A0H2VF66	F1613_RS05575	76	169	81	19	24	23	41	53	17
A0A0H2VF68	F1613_RS04960	4281	6312	5630	14814	11242	20166	13316	18695	20928
A0A0H2VF70	F1613_RS05385	3650	4488	3979	19029	16429	20395	4304	7805	10438
A0A0H2VF71	F1613_RS05640	84	82	143	453	401	315	275	307	311
A0A0H2VF73	F1613_RS04990	3208	3814	4380	4993	4795	5382	4572	4257	8544
A0A0H2VF74	F1613_RS05415	3423	3225	2538	2559	2532	2753	3434	4162	3207
A0A0H2VF78	F1613_RS05020	12842	13033	11743	7877	8422	7684	11838	8022	9748
A0A0H2VF80	F1613_RS05700	1549	737	796	1115	1898	1381	531	1694	811
A0A0H2VF81	fakB1	5432	9434	6745	10553	9658	8077	3002	8092	4825
A0A0H2VF82	F1613_RS05045	2855	3200	1877	1433	1890	1300	1727	1754	2177
A0A0H2VF84	F1613_RS05730	427	310	361	585	536	528	1747	434	543
A0A0H2VF85	F1613_RS05490	543	917	584	464	547	530	1431	931	967
A0A0H2VF87	cydC	12563	14792	11986	1277	1789	1454	2688	1533	1825
A0A0H2VF88	F1613_RS05755	2808	2696	2688	5951	4255	3553	9624	5169	5213
A0A0H2VF89	F1613_RS05560	572	474	270	48	137	283	346	622	480
A0A0H2VF91	F1613_RS05110	3046	3970	2616	3066	3450	3206	3348	6136	2813
A0A0H2VF92	F1613_RS05795	9050	12468	5748	2044	2319	1666	3078	3161	4308
A0A0H2VF93	F1613_RS05620	5460	2556	4429	5996	9447	4009	37024	2651	5059
A0A0H2VF95	F1613_RS05830	2288	2391	3063	2564	2833	2326	2830	1732	1739
A0A0H2VF96	F1613_RS05135	1800	792	2673	3352	4880	2105	3252	1535	1655
A0A0H2VF97	F1613_RS05665	109	46	159	429	442	950	662	720	244
A0A0H2VF99	sufD	31604	40382	29054	37273	27338	32967	40043	30670	38955
A0A0H2VFA0	F1613_RS05160	52748	43537	11047	1911	2505	7237	10060	3964	32919
A0A0H2VFA3	F1613_RS05895	884	668	1022	1097	1604	1373	1117	1182	1104
A0A0H2VFA4	F1613_RS05185	4910	3570	2796	4028	5197	3793	3814	4925	3810
A0A0H2VFA5	F1613_RS05720	2364	1943	2061	774	826	914	1340	970	1145
A0A0H2VFA9	F1613_RS05745	1180	951	1072	2939	2003	1996	2860	2345	1611
A0A0H2VFB1	F1613_RS05925	3044	1689	2279	3890	3762	3508	4762	4457	4928
A0A0H2VFB2	F1613_RS05220	11269	9365	8837	3600	4237	5734	19173	7118	8041
A0A0H2VFB6	F1613_RS11565	1029	879	800	1194	890	809	1421	834	649
A0A0H2VFB6	F1613_RS05965	1090	935	903	1947	1200	905	2347	760	663
A0A0H2VFB6	F1613_RS06150	1086	983	911	1938	1241	938	2382	747	629
A0A0H2VFB6	F1613_RS01915	974	918	777	527	418	443	524	521	515
A0A0H2VFB7	F1613_RS05250	756	725	917	1704	1455	1440	1265	1730	1937
A0A0H2VFB8	F1613_RS05815	1740	1261	1643	792	1372	1464	5477	2787	1548
A0A0H2VFB9	F1613_RS05995	3369	2925	2956	2098	1584	1848	1692	2363	2373
A0A0H2VFC3	F1613_RS05850	1688	2315	1461	4128	2885	1592	2260	3030	1601
A0A0H2VFC5	F1613_RS06060	1949	1628	1411	1673	1983	1836	1333	3385	1719
A0A0H2VFC8	F1613_RS05885	37	55	41	37	38	34	18	28	11
A0A0H2VFC9	F1613_RS06090	12327	13719	9983	7168	6324	7451	6013	10814	11823
A0A0H2VFE1	recQ	11518	7988	11213	13466	9730	9580	11974	5377	7944
A0A0H2VFE4	F1613_RS05335	6622	7829	7660	8921	9994	10835	8686	18129	13892
A0A0H2VFE7	F1613_RS05375	2124	2758	2301	12384	11164	13474	2503	5109	4254
A0A0H2VFF0	F1613_RS05405	1499	1764	1206	1255	1357	1654	670	1816	1291
A0A0H2VFF2	F1613_RS05440	7253	6579	4666	6630	6303	6133	2241	11661	4248
A0A0H2VFF4	F1613_RS05915	5271	4503	5180	7627	7079	5966	3748	10494	4885
A0A0H2VFF5	lepB	19560	18597	14777	25727	24481	23027	33147	20710	21684
A0A0H2VFF5	lepB	19560	18597	14777	25727	24481	23027	33147	20710	21684
A0A0H2VFF7	F1613_RS05480	929	1384	1197	1170	1475	803	318	951	439
A0A0H2VFF9	dltB	2337	1819	4004	54720	30111	25696	281326	5923	24304
A0A0H2VFG1	F1613_RS06170	6010	8660	6514	2348	2042	2233	3700	2303	3257
A0A0H2VFG3	F1613_RS05525	5506	5674	6045	4128	3872	4584	4603	4362	3936
A0A0H2VFG4	F1613_RS05980	86	132	58	615	454	379	38	363	119
A0A0H2VFG6	F1613_RS06205	93	81	145	200	190	164	131	143	96
A0A0H2VFG9	F1613_RS05580	56932	80648	65785	27342	45139	60180	101640	99313	39468
A0A0H2VFH0	F1613_RS06015	1683	1211	1978	3454	3001	5101	2680	5844	4312
A0A0H2VFH1	F1613_RS06230	1357	717	943	808	1495	1431	1459	2356	1021
A0A0H2VFH3	F1613_RS05645	23	22	54	265	241	129	43	93	39
A0A0H2VFH5	F1613_RS12660	2866	4092	2096	229	151	133	184	139	131
A0A0H2VFH6	F1613_RS06275	1440	1185	1513	556	569	1039	533	1606	1264
A0A0H2VFH9	F1613_RS05680	93	132	204	154	157	148	275	131	100
A0A0H2VFI0	lepB	19560	18597	14777	25727	24481	23027	33147	20710	21684
A0A0H2VFI1	F1613_RS06310	412	350	466	891	782	493	409	506	385
A0A0H2VFI4	F1613_RS05710	5864	4906	3785	48646	49805	24144	86930	47158	26282
A0A0H2VFI5	F1613_RS06165	4720	4918	2529	2310	1790	2412	662	2666	1550
A0A0H2VFI9	F1613_RS05735	703	564	353	711	790	421	146	552	167
A0A0H2VFJ0	F1613_RS06190	944	722	725	1846	1772	1304	668	733	1335
A0A0H2VFJ2	tnpA	404	845	577	500	445	432	460	272	277
A0A0H2VFJ4	F1613_RS05760	3193	4914	4483	3720	4159	3672	2519	4335	2495
A0A0H2VFJ5	F1613_RS06220	542	291	304	224	453	683	471	1114	768
A0A0H2VFJ7	F1613_RS02860	119	205	167	256	320	130	225	109	70
A0A0H2VFJ8	F1613_RS06430	3588	4603	4624	12787	11021	8637	22263	5070	9409
A0A0H2VFJ9	F1613_RS05800	2325	1706	1903	5347	5111	4965	3444	4176	6467
A0A0H2VFK1	pepF	58837	49645	50087	24865	23870	29649	24777	50331	46458
A0A0H2VFK2	dnaB	15124	19248	18442	13005	12788	10655	27220	14402	16407
A0A0H2VFK3	F1613_RS06460	2183	2763	2015	1154	1350	1386	1257	2467	2160
A0A0H2VFK4	F1613_RS05835	6038	5675	6692	5274	5990	4759	6600	3773	4372
A0A0H2VFK6	mgtE	4430	5395	6458	5765	5566	4817	2003	5885	2904
A0A0H2VFK7	F1613_RS02945	430	647	427	1559	2140	1529	958	983	986
A0A0H2VFK8	F1613_RS06495	4207	5188	4329	720	592	958	2675	816	1075
A0A0H2VFK9	F1613_RS05870	21755	22844	19412	17891	12995	14276	19917	12665	16766
A0A0H2VFL2	F1613_RS02970	286	340	221	43	57	61	94	52	37
A0A0H2VFL3	F1613_RS06515	459	737	519	326	347	211	79	353	164
A0A0H2VFL4	F1613_RS05900	768	753	1027	1164	1481	1465	505	1279	1267
A0A0H2VFL5	F1613_RS06370	194	409	395	90	118	92	483	46	82
A0A0H2VFL7	F1613_RS02995	698	892	884	474	500	435	1308	362	482
A0A0H2VFL8	F1613_RS05935	6946	5136	7341	9017	8957	7834	17707	11993	14765
A0A0H2VFL9	F1613_RS06540	9301	9505	6977	7769	7935	6052	7983	7633	7218
A0A0H2VFM0	F1613_RS06395	733	668	726	1009	878	970	428	1092	652
A0A0H2VFM2	F1613_RS03020	27	32	29	13	21	26	43	41	26
A0A0H2VFM3	F1613_RS03190	2552	3396	4187	364	256	456	974	418	271
A0A0H2VFM3	F1613_RS05970	2599	3300	4517	383	280	430	921	408	223
A0A0H2VFM4	F1613_RS06580	49	94	67	82	77	47	71	29	17
A0A0H2VFM6	F1613_RS03045	1371	1357	1287	2615	2025	2526	1315	1652	1451
A0A0H2VFM7	F1613_RS06450	14296	13127	15097	7155	7373	6621	9559	5985	3729
A0A0H2VFM8	F1613_RS06005	2665	2758	2839	2363	1547	2046	777	2769	1987
A0A0H2VFM9	F1613_RS06625	8657	14824	11253	7951	7979	10609	11852	23525	8129
A0A0H2VFN2	F1613_RS06475	446	589	517	86	109	117	554	113	151
A0A0H2VFN3	ygs	2710	2294	1815	3058	4248	3044	2480	4515	1479
A0A0H2VFN4	F1613_RS06700	735	1738	1038	1277	1255	723	620	550	750
A0A0H2VFN8	F1613_RS06095	50	99	74	36	37	53	13	61	31
A0A0H2VFN9	F1613_RS06725	10600	8218	9230	6296	9500	6835	12950	6802	12839
A0A0H2VFP1	F1613_RS06530	3329	4267	4760	6553	7232	6086	5854	5266	6911
A0A0H2VFP4	F1613_RS06755	41437	34144	41974	4244	4352	5082	10558	6613	6574
A0A0H2VFP7	F1613_RS06565	474	600	672	2313	1802	1074	1082	644	519
A0A0H2VFP8	F1613_RS06175	14473	16528	13486	7672	9550	8566	8426	8677	10827
A0A0H2VFP9	F1613_RS06820	2973	3927	5820	1676	1033	1744	2006	1000	982
A0A0H2VFQ0	F1613_RS03155	1424	2733	1573	1222	1087	1193	486	1132	716
A0A0H2VFQ1	F1613_RS06595	3142	5763	3973	6112	5853	4451	1017	2833	1832
A0A0H2VFQ3	F1613_RS06210	477	261	274	282	345	533	177	440	170
A0A0H2VFQ4	F1613_RS06855	607	644	597	1040	1143	876	521	857	702
A0A0H2VFQ5	F1613_RS03180	17764	67737	23572	6914	6862	6977	11240	13978	6612
A0A0H2VFQ7	F1613_RS06690	2049	3400	2720	1948	1573	1079	1821	752	1329
A0A0H2VFQ8	F1613_RS00150	1054	917	838	1173	846	773	1437	877	643
A0A0H2VFQ8	F1613_RS06245	941	870	828	1214	733	620	1505	568	425
A0A0H2VFQ9	F1613_RS06890	54129	49123	63867	52335	33974	63666	45061	98939	81342
A0A0H2VFR1	F1613_RS03205	504	476	555	672	764	705	761	850	836
A0A0H2VFR2	F1613_RS06715	24140	35323	25778	23058	22739	20093	6960	24140	10712
A0A0H2VFR3	F1613_RS06285	2906	2287	2223	3979	4406	4015	2848	6730	6086
A0A0H2VFR6	merT	163	138	121	107	131	144	432	112	306
A0A0H2VFR8	F1613_RS06315	145	123	147	376	284	212	170	283	136
A0A0H2VFR9	F1613_RS06745	64842	59863	61990	1377	2370	4262	8765	6434	5045
A0A0H2VFS0	F1613_RS12625	36	101	40	54	46	58	18	36	17
A0A0H2VFS3	F1613_RS06360	3269	3240	3873	3323	3050	2644	4296	2763	2249
A0A0H2VFS4	F1613_RS06805	523	883	1093	593	351	466	559	327	275
A0A0H2VFS6	F1613_RS03290	3174	1667	3407	32513	27261	27591	18294	29197	37135
A0A0H2VFS7	F1613_RS07025	3376	2422	1751	2637	3413	2868	2920	4514	3530
A0A0H2VFS8	fabI	5058	6314	5174	16429	14719	15676	3679	16552	18599
A0A0H2VFS9	F1613_RS06835	4652	4511	5486	3886	4188	3550	4603	5890	2276
A0A0H2VFT0	F1613_RS06440	3857	4316	5436	6879	7629	5106	6671	4166	3905
A0A0H2VFT2	F1613_RS07065	32468	5237	59987	115269	159568	302522	727222	338673	330456
A0A0H2VFT3	F1613_RS03605	473	1080	1193	520	251	431	132	129	101
A0A0H2VFT4	F1613_RS06875	3247	3758	1864	2298	2343	2322	1801	2902	2492
A0A0H2VFT5	F1613_RS06465	5260	2216	1462	895	1328	1318	2365	585	995
A0A0H2VFT7	F1613_RS07110	24692	17766	25524	38113	30716	23618	23078	17238	15939
A0A0H2VFT9	F1613_RS06915	2641	2731	3023	1391	1728	1421	3470	2038	2386
A0A0H2VFU0	F1613_RS06500	1912	1376	883	383	532	532	840	469	201
A0A0H2VFU2	F1613_RS03395	85	72	103	90	70	100	66	115	40
A0A0H2VFU3	F1613_RS07160	11295	6035	6094	8004	8714	7245	7654	9468	6628
A0A0H2VFU5	F1613_RS06955	16476	26258	23748	21707	21273	11969	27389	8292	5705
